	X09_11_N_N_0	X09_13_N_N_0	X09_24_N_N_0	X09_8_N_N_0	X10_11_N_N_0	X10_13_N_N_0	X10_24_N_N_0	X10_8_N_N_0	X11_11_N_N_0	X11_13_N_N_0	X11_24_N_N_0	X11_8_N_N_0	X12_11_N_N_0	X12_13_N_N_0	X12_24_N_N_0	X12_8_N_N_0	X13_11_N_N_0	X13_13_N_N_0	X13_24_N_N_0	X13_8_N_N_0	X14_11_N_N_0	X14_13_N_N_0	X14_24_N_N_0	X14_8_N_N_0
Zotu502	7	16	16	14	14	0	19	5	12	17	4	28	12	14	2	23	2	2	12	5	1	30	1	3
Zotu8261	3	2	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu678	7	8	4	6	6	5	9	4	10	0	0	4	5	1	0	1	13	5	9	6	29	4	19	3
Zotu7760	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0
Zotu12239	2	2	0	0	0	2	0	0	1	0	0	1	0	0	0	0	3	1	0	0	0	4	0	1
Zotu11781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu7057	1	1	1	1	2	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0
Zotu4552	2	0	0	1	0	1	2	1	1	0	0	0	1	0	1	0	3	1	3	1	1	1	3	1
Zotu1583	3	5	3	2	1	4	0	0	0	1	1	1	5	2	0	4	2	2	1	5	3	2	5	0
Zotu1399	3	4	6	7	1	4	11	14	1	4	0	0	0	0	1	1	1	0	1	0	0	0	0	2
Zotu3183	2	2	1	1	3	2	0	0	2	0	0	0	2	0	0	1	2	0	2	1	15	1	0	1
Zotu9667	2	1	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0
Zotu119	19	20	15	18	15	10	20	16	35	41	87	26	26	59	21	57	19	27	54	17	11	24	6	12
Zotu416	17	5	11	19	8	13	1	9	10	5	10	4	20	8	12	16	11	8	5	17	34	7	21	6
Zotu884	8	9	3	4	2	6	8	6	7	12	5	4	7	19	48	2	5	0	2	2	0	3	1	1
Zotu1768	2	0	0	1	2	2	1	6	0	0	2	2	3	0	0	6	1	0	0	2	3	0	1	3
Zotu697	53	37	3	29	28	29	6	24	17	2	0	0	33	9	6	6	20	41	12	28	65	16	42	28
Zotu3178	8	1	0	1	1	0	3	9	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0
Zotu3232	17	8	0	5	4	4	0	2	0	0	0	0	0	0	0	0	0	2	1	0	4	4	0	0
Zotu9324	3	0	0	0	2	3	0	0	0	0	0	0	1	0	0	2	0	0	0	4	0	0	0	0
Zotu61	46	29	32	35	65	49	19	33	52	18	38	36	54	40	29	31	56	49	18	34	100	22	54	32
Zotu891	11	11	7	11	4	3	3	24	4	5	4	2	8	2	0	4	3	9	7	4	1	0	5	0
Zotu17133	1	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1
Zotu12851	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
Zotu57	21	9	11	37	21	11	11	23	64	24	55	42	29	18	99	36	17	20	17	11	61	15	60	48
Zotu532	7	7	7	4	13	10	20	9	25	20	4	20	9	13	5	7	12	3	5	10	10	8	5	3
Zotu1066	1	8	1	7	3	1	4	3	5	3	1	12	7	3	2	4	5	8	6	2	7	4	7	1
Zotu5515	7	0	2	0	1	1	2	1	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0
Zotu10466	0	1	1	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1
Zotu16734	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0
Zotu13069	0	2	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0
Zotu14648	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu9943	6	1	1	3	0	2	0	1	1	0	0	0	1	0	1	0	0	4	2	0	0	0	0	0
Zotu940	2	2	4	1	8	4	4	3	3	4	1	4	6	5	4	6	4	3	9	7	3	2	6	3
Zotu1474	0	5	1	1	0	0	4	0	1	0	51	5	0	4	27	3	1	5	0	3	0	1	0	1
Zotu731	1	2	5	1	1	3	2	1	2	12	20	7	12	2	2	20	5	8	9	6	2	3	4	6
Zotu390	9	17	4	11	5	4	5	8	10	2	0	8	5	1	0	7	18	22	12	14	5	8	15	69
Zotu5387	1	0	2	1	2	1	2	0	0	3	0	1	0	0	0	2	0	1	2	1	0	1	0	0
Zotu2109	6	10	3	5	2	12	0	8	2	0	0	1	4	3	0	0	5	1	4	0	10	4	0	0
Zotu5	121	111	141	310	238	117	242	121	520	322	787	842	237	274	197	363	163	140	157	126	133	95	87	188
Zotu11307	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	1	0	1
Zotu32	81	104	108	129	80	124	52	104	77	71	285	134	79	76	29	71	23	68	71	39	15	43	21	7
Zotu378	12	11	4	14	10	14	11	6	16	24	15	26	12	23	10	24	17	15	10	24	10	2	4	15
Zotu11257	1	1	0	1	1	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	4	1
Zotu341	5	2	3	7	1	8	2	11	1	3	7	3	0	1	0	9	4	0	6	13	1	0	0	18
Zotu118	29	29	35	73	14	20	80	153	27	33	7	9	3	3	20	15	9	24	7	15	0	30	2	0
Zotu12007	1	0	0	1	1	1	0	2	1	0	0	0	0	0	1	0	0	2	1	0	1	0	0	1
Zotu247	19	14	85	8	43	2	7	1	165	4	8	8	4	15	3	3	5	2	9	4	0	34	3	0
Zotu14907	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu7905	3	2	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu427	7	7	10	6	5	4	10	8	11	11	15	20	14	13	8	14	8	5	14	5	1	14	1	4
Zotu263	16	12	10	9	21	18	5	18	7	12	4	10	22	20	8	18	32	52	16	19	13	28	4	19
Zotu7073	0	1	0	1	0	0	1	0	1	4	4	0	1	3	0	2	0	1	0	1	0	0	0	0
Zotu6330	5	2	0	1	0	2	1	2	0	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0
Zotu875	4	8	5	2	3	4	5	1	11	6	6	9	5	9	2	5	6	7	7	3	2	4	0	2
Zotu5862	1	2	1	2	0	3	0	0	1	0	1	1	0	0	0	0	1	0	2	0	1	0	0	0
Zotu196	22	20	40	5	11	7	20	15	12	17	48	60	6	22	18	35	5	5	16	15	3	13	1	7
Zotu12172	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu3573	2	4	4	1	1	1	0	0	1	1	1	2	1	4	0	1	1	3	2	1	0	0	1	0
Zotu12501	0	0	0	0	0	0	2	0	0	0	2	2	2	1	3	0	1	0	2	1	0	0	0	1
Zotu918	3	3	4	7	6	6	1	9	5	5	6	6	2	10	2	17	17	4	6	9	1	18	0	3
Zotu1418	7	2	3	2	10	4	1	2	6	4	2	5	2	1	2	6	2	6	2	5	5	8	2	4
Zotu404	14	12	18	10	13	18	7	7	9	16	5	15	32	22	10	23	10	11	13	10	8	10	4	4
Zotu1441	2	6	1	26	2	3	2	0	1	5	1	4	5	1	0	8	1	5	0	16	1	2	0	2
Zotu209	12	27	10	23	16	6	16	12	30	22	41	20	21	35	8	26	9	22	17	8	9	7	10	24
Zotu14014	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu10140	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu306	19	14	17	7	12	23	17	10	6	25	8	27	16	25	5	15	15	23	12	23	12	11	2	14
Zotu17056	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Zotu11	111	79	151	43	125	220	89	237	98	77	65	99	103	80	52	102	167	253	82	172	128	199	273	173
Zotu18543	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu11992	1	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu753	2	0	1	6	0	4	21	5	3	13	1	2	10	61	58	6	0	16	4	4	0	4	0	4
Zotu2715	14	3	0	0	5	2	1	0	4	0	0	2	0	1	1	0	2	4	1	1	1	3	0	0
Zotu473	13	14	22	8	10	7	1	47	2	2	1	2	9	4	0	3	2	45	19	3	2	14	2	1
Zotu55	94	69	27	54	59	25	87	85	55	25	75	31	93	49	11	29	39	41	22	30	42	43	6	19
Zotu14439	1	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Zotu363	27	23	18	10	41	8	14	23	22	8	6	20	15	8	4	8	11	10	11	16	5	29	0	2
Zotu604	22	24	24	36	15	9	15	14	8	6	20	8	13	23	18	5	34	15	13	6	1	2	2	4
Zotu4333	3	4	0	1	0	3	1	1	0	0	0	0	1	1	0	0	4	0	1	0	4	1	3	1
Zotu115	35	45	36	32	34	26	78	23	15	33	36	15	14	24	63	17	34	28	28	16	7	13	7	17
Zotu8534	8	0	3	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	1
Zotu89	9	34	33	22	20	9	25	18	66	9	308	35	20	11	5	22	37	29	28	14	12	10	18	19
Zotu952	1	0	0	1	1	2	17	1	1	3	0	0	3	27	15	4	3	16	1	2	0	46	1	0
Zotu801	19	9	30	10	10	7	8	6	0	1	1	2	2	0	0	0	0	1	5	1	0	18	0	0
Zotu3326	2	2	2	0	2	0	1	1	0	1	5	1	3	1	2	1	0	1	3	0	0	2	1	0
Zotu174	16	13	29	10	4	5	20	9	1	10	42	46	17	21	27	7	7	11	19	20	4	20	3	5
Zotu3795	1	2	2	1	3	1	3	1	0	2	0	1	0	0	1	0	0	1	4	0	0	5	0	1
Zotu12122	3	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu90	34	49	39	96	54	18	150	52	118	86	27	81	28	57	49	31	24	19	9	15	16	24	16	33
Zotu1782	4	0	2	2	3	3	4	1	2	5	8	3	5	4	2	10	4	0	7	4	0	3	0	1
Zotu17907	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu7448	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1
Zotu3180	14	8	4	0	1	3	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu15359	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	2	0	2	0	0
Zotu15222	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10837	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
Zotu99	33	38	30	28	44	37	10	41	11	12	6	21	32	16	7	19	45	42	21	59	66	31	17	67
Zotu162	22	112	69	102	18	27	8	18	27	9	28	16	2	31	5	12	7	11	22	2	5	28	21	0
Zotu1570	5	1	4	1	2	1	2	3	4	4	11	5	4	4	3	9	0	4	2	3	1	2	2	4
Zotu5833	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu937	9	11	4	3	13	8	4	10	5	3	2	3	8	8	2	9	12	11	4	4	2	13	1	6
Zotu5674	1	1	2	1	0	1	1	0	2	0	0	2	2	3	0	3	0	3	1	3	1	1	0	0
Zotu226	18	21	24	14	12	3	8	5	12	18	20	33	22	14	13	25	11	10	14	13	10	14	5	14
Zotu15138	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu14604	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu26	22	25	111	15	14	40	15	43	4	22	67	34	23	17	4	44	23	29	219	132	14	74	13	75
Zotu48	46	31	9	25	122	7	4	28	16	0	29	9	38	4	26	40	22	13	4	7	79	2	36	29
Zotu7051	0	1	2	0	1	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0
Zotu18272	2	0	2	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0
Zotu211	16	25	22	16	8	10	24	21	12	83	60	14	19	20	23	7	13	2	14	2	0	3	0	2
Zotu827	2	2	1	2	9	7	14	3	0	0	1	0	2	0	1	0	9	0	2	0	15	4	36	6
Zotu859	23	9	12	7	8	7	4	1	0	0	1	0	2	1	1	0	4	15	7	2	0	12	1	1
Zotu5710	3	0	2	2	2	0	2	2	0	0	4	0	0	1	0	0	2	0	1	0	0	0	0	0
Zotu35	44	70	70	90	84	104	66	50	56	60	49	45	58	41	49	69	81	80	102	54	46	40	93	67
Zotu17415	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu10999	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Zotu510	14	3	10	3	1	1	3	6	0	1	25	4	0	2	33	9	2	3	23	28	2	2	3	15
Zotu8908	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10244	3	2	5	1	2	2	0	0	1	0	0	0	1	0	0	0	0	1	0	1	2	0	1	1
Zotu1963	8	9	14	5	4	3	8	2	0	3	0	0	0	1	1	2	0	3	0	1	0	3	0	0
Zotu2514	2	3	0	4	1	8	0	3	0	0	0	1	1	1	2	0	6	3	1	2	2	0	2	1
Zotu6224	2	2	0	2	3	2	2	1	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0
Zotu7632	1	1	1	0	1	3	1	5	0	0	0	0	0	0	0	0	5	4	1	1	1	2	0	0
Zotu10490	5	3	1	0	2	0	3	5	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Zotu274	6	6	16	11	18	4	11	8	17	12	21	16	21	10	10	13	19	6	6	6	16	5	10	14
Zotu5960	0	0	0	1	6	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	1
Zotu344	14	7	21	16	19	5	40	10	8	31	11	8	5	40	35	7	3	12	16	6	0	9	3	18
Zotu134	3	15	17	8	2	14	8	18	1	13	16	11	9	6	3	12	8	8	63	20	8	47	7	38
Zotu4053	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	1	5	1	4	0
Zotu851	8	1	4	2	7	11	2	8	2	8	1	7	6	6	3	12	1	8	4	9	8	5	5	4
Zotu290	10	16	10	9	14	15	18	17	10	22	9	18	9	10	10	9	22	8	15	1	4	9	1	11
Zotu2282	2	4	2	3	2	7	2	1	2	0	0	2	1	0	1	3	1	2	0	1	4	1	6	2
Zotu13525	2	0	1	0	2	0	1	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
Zotu803	3	2	6	5	7	4	4	5	2	2	9	5	7	2	5	7	9	5	2	9	14	1	7	12
Zotu10765	10	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Zotu536	17	20	8	7	3	12	8	13	2	2	2	5	5	8	2	9	8	11	6	13	8	7	8	5
Zotu2375	7	4	8	3	2	5	1	0	0	2	0	0	2	0	0	0	8	5	5	1	9	1	2	1
Zotu58	47	73	45	67	83	60	30	53	53	9	19	69	58	23	20	40	79	62	68	78	93	60	83	84
Zotu880	4	0	1	4	6	7	1	13	2	0	1	14	7	3	0	11	8	5	4	13	5	4	0	9
Zotu20	95	62	56	54	115	96	83	57	138	68	62	89	96	66	42	67	73	110	26	80	133	58	34	105
Zotu3194	1	0	3	0	5	1	1	2	0	4	2	1	0	3	5	6	0	1	0	2	0	0	0	0
Zotu15955	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu194	18	21	18	19	19	22	9	18	12	6	5	19	7	9	7	9	14	21	11	19	9	23	8	8
Zotu387	18	8	4	15	8	11	1	18	4	10	2	24	5	7	2	25	12	8	3	16	2	8	0	0
Zotu62	15	30	59	14	21	84	18	90	6	29	59	41	14	17	8	49	26	39	86	91	17	105	23	39
Zotu184	21	34	36	27	25	12	28	16	22	28	44	24	10	28	6	24	16	19	29	12	4	10	9	9
Zotu10642	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2
Zotu18430	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Zotu266	18	9	14	8	19	6	4	12	12	6	11	15	17	16	1	10	21	26	12	15	15	23	3	21
Zotu178	7	14	2	13	12	12	4	20	20	15	3	13	14	20	10	29	25	40	19	41	13	11	13	35
Zotu4535	0	1	0	1	0	1	2	1	2	1	0	4	1	1	3	1	0	0	0	0	0	0	1	0
Zotu16668	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu11678	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Zotu7690	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0
Zotu72	40	30	37	28	51	50	37	34	37	29	20	79	34	26	18	35	43	67	19	51	34	30	15	32
Zotu5334	1	0	3	0	1	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0
Zotu1364	2	2	2	3	0	9	0	2	3	5	2	1	0	4	0	5	6	0	0	1	1	2	0	2
Zotu1348	6	4	6	3	4	4	2	6	3	2	2	4	3	2	1	2	3	8	0	4	3	6	0	2
Zotu477	10	4	8	15	13	7	5	8	8	4	4	8	16	6	4	14	9	6	6	6	7	2	5	17
Zotu1106	22	0	1	3	1	3	0	0	0	1	0	0	4	0	2	0	1	4	10	3	4	1	0	0
Zotu1070	4	9	8	8	2	0	11	3	2	8	4	4	0	5	3	4	1	1	2	0	0	10	1	0
Zotu639	13	9	7	10	9	6	16	7	2	12	6	6	6	10	9	9	3	8	9	5	1	8	2	2
Zotu5103	6	1	2	3	0	0	0	1	1	0	0	2	0	0	1	0	0	3	1	0	0	2	0	0
Zotu3297	9	1	2	3	3	0	2	0	0	0	0	0	1	0	2	0	4	9	3	0	0	0	0	1
Zotu9672	2	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	1	1	0	1	1	0	0
Zotu103	10	22	22	16	27	13	70	5	81	134	85	63	10	48	11	21	17	7	33	25	4	13	9	80
Zotu6111	5	0	1	0	0	3	0	4	1	0	2	1	2	1	0	2	2	3	1	0	0	2	0	0
Zotu1401	8	8	7	4	7	2	10	3	7	7	1	3	4	3	2	2	0	1	6	0	0	4	1	0
Zotu4512	8	6	0	2	0	1	0	5	0	0	1	0	0	1	0	0	2	5	3	0	0	0	0	0
Zotu848	2	5	6	6	2	2	3	3	5	3	7	4	6	2	4	8	5	7	2	4	4	4	4	7
Zotu778	72	2	8	5	3	0	0	0	0	0	0	0	0	0	0	0	0	2	110	0	0	1	0	0
Zotu7056	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Zotu6186	5	2	1	4	0	0	2	3	0	0	0	0	0	0	0	0	2	2	1	2	0	0	1	1
Zotu164	15	19	26	20	24	18	9	22	16	7	14	19	16	21	8	29	19	20	20	28	19	10	45	28
Zotu3382	7	9	2	4	6	1	13	1	1	1	1	0	0	1	0	1	0	0	1	0	0	2	0	0
Zotu300	16	12	13	9	10	16	0	6	2	1	20	4	7	15	5	10	8	20	10	13	5	5	0	10
Zotu491	19	17	10	6	14	19	1	17	1	6	2	2	5	6	2	11	9	17	8	10	9	5	5	11
Zotu4902	1	1	0	8	1	1	1	1	0	0	0	0	0	0	0	0	1	0	2	0	5	2	0	1
Zotu673	7	6	8	3	5	4	15	3	4	11	11	13	6	8	5	10	7	8	4	1	4	6	0	6
Zotu1225	4	9	0	4	5	10	2	13	2	4	0	11	3	2	1	3	12	9	2	8	5	14	0	2
Zotu2210	1	2	3	1	2	2	7	1	3	1	2	0	1	4	0	1	1	0	3	1	1	1	1	0
Zotu45	15	24	106	7	10	21	5	38	6	6	61	27	16	9	5	49	8	6	84	70	9	16	4	62
Zotu2982	0	0	1	0	3	0	0	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	0	1
Zotu210	5	14	0	15	32	39	16	13	7	0	0	3	15	0	4	5	38	15	9	31	56	11	62	47
Zotu2626	3	2	2	3	2	1	1	4	0	2	0	1	2	1	1	2	0	1	0	1	1	2	2	1
Zotu361	4	0	6	5	1	9	10	4	16	37	5	14	31	75	68	16	16	6	3	10	1	2	1	5
Zotu2264	9	1	3	5	5	5	1	4	0	0	0	0	0	0	1	0	4	3	1	0	22	4	4	3
Zotu4124	3	0	4	3	2	2	0	1	2	0	1	0	1	1	2	0	1	1	1	1	0	0	0	0
Zotu1488	4	1	0	9	4	3	1	2	1	0	2	4	10	1	2	2	8	0	1	1	23	1	1	3
Zotu236	8	11	10	14	15	11	12	11	15	5	4	6	11	4	16	6	12	12	12	8	47	4	80	29
Zotu413	16	20	11	14	10	4	10	18	13	5	13	10	15	12	5	14	3	8	22	9	3	6	5	13
Zotu112	30	21	44	4	16	18	12	11	7	30	41	34	30	28	19	75	11	23	35	34	4	24	7	13
Zotu2106	47	1	5	5	2	5	0	4	0	1	2	0	4	2	1	1	0	0	5	0	0	1	0	0
Zotu4566	1	1	10	1	0	1	0	1	0	1	5	0	0	0	0	0	1	0	1	0	2	2	0	0
Zotu172	15	5	8	17	17	17	5	13	23	8	7	23	42	7	9	17	34	22	7	24	39	9	23	31
Zotu2202	1	0	1	2	0	0	2	2	0	2	0	5	5	1	0	4	2	4	1	2	3	1	1	2
Zotu11467	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
Zotu261	9	7	0	5	9	10	1	11	8	0	0	7	16	2	5	15	23	14	2	20	15	6	30	18
Zotu204	109	56	14	51	23	17	75	5	17	2	14	15	35	4	3	1	4	18	43	2	8	7	5	0
Zotu684	4	8	6	18	1	5	6	5	9	6	7	15	3	3	3	1	8	12	6	3	3	3	3	1
Zotu96	61	19	22	25	28	46	5	40	15	1	75	21	38	4	9	29	20	67	20	49	12	12	20	39
Zotu51	51	12	223	18	34	14	44	127	64	14	14	31	50	15	56	19	29	68	211	28	4	7	48	71
Zotu408	14	8	12	5	6	5	12	8	12	9	29	17	22	21	2	29	9	6	6	8	2	6	2	11
Zotu3291	5	1	3	0	4	1	0	1	1	1	0	1	1	1	0	0	2	2	0	0	2	0	4	1
Zotu13139	0	2	1	2	0	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0
Zotu81	45	25	20	22	60	36	28	38	23	15	21	28	62	36	35	64	28	44	21	45	54	20	15	17
Zotu4160	2	1	1	1	0	1	2	0	4	2	2	2	0	1	0	2	1	0	1	0	0	1	0	2
Zotu713	17	22	16	14	17	10	11	6	15	5	6	7	5	5	8	9	12	11	12	15	5	14	2	5
Zotu3667	2	10	2	0	0	0	1	0	0	0	0	1	1	0	0	0	1	2	2	0	0	0	0	0
Zotu3449	2	0	0	0	2	0	3	1	5	0	0	0	1	0	1	0	4	0	0	0	19	0	6	9
Zotu2239	3	4	1	3	3	1	0	4	3	7	0	4	3	3	0	4	2	5	4	1	0	1	0	1
Zotu188	17	7	29	28	55	13	15	12	9	3	0	23	9	1	5	0	31	9	8	54	22	3	60	3
Zotu2003	5	1	0	3	2	1	2	6	3	3	6	3	2	4	2	0	4	1	1	0	0	4	0	0
Zotu7071	1	2	2	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu7147	3	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
Zotu763	5	8	7	8	5	12	3	8	5	0	0	3	2	0	4	1	11	6	7	7	13	1	8	12
Zotu1611	2	2	3	2	2	3	3	7	1	0	0	2	3	0	1	3	2	2	5	1	1	0	8	6
Zotu1789	4	2	8	4	0	4	1	1	0	0	4	1	3	1	0	1	2	2	14	2	2	2	1	2
Zotu13335	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
Zotu2734	4	0	1	7	0	7	5	5	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Zotu10551	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	1
Zotu7995	1	0	0	2	1	2	1	2	0	1	3	2	0	0	0	1	0	2	0	0	0	1	0	2
Zotu750	7	0	2	4	6	1	0	5	8	0	0	2	14	2	3	10	4	9	1	8	15	2	8	6
Zotu233	38	16	52	57	14	7	8	10	7	1	16	7	1	4	8	2	10	11	22	4	1	8	1	4
Zotu388	7	14	13	13	9	6	15	5	15	11	41	9	7	15	3	13	5	10	21	5	1	13	4	6
Zotu6431	1	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	1	0	0	1	0	1	0	0
Zotu9958	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1
Zotu1517	4	2	3	4	0	1	0	7	2	3	5	7	4	3	1	2	9	1	0	2	0	3	0	1
Zotu1993	1	0	5	2	0	0	0	0	9	5	3	0	10	1	4	0	0	0	0	0	0	0	0	1
Zotu6001	3	0	1	1	0	2	0	1	0	0	0	0	0	0	2	0	3	0	2	1	3	1	1	2
Zotu7701	7	0	2	0	0	0	0	0	0	0	3	0	0	2	0	0	10	0	0	0	0	0	0	0
Zotu128	13	14	26	18	20	12	11	22	9	2	12	11	20	8	26	32	20	17	17	41	47	11	105	43
Zotu573	6	4	13	8	8	4	11	0	18	20	24	11	8	9	9	13	10	8	10	5	0	4	0	3
Zotu5222	9	3	7	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu15239	1	0	1	0	1	1	0	2	0	0	2	0	0	1	1	3	0	1	0	0	0	0	0	0
Zotu728	7	9	8	19	3	16	5	1	1	3	1	0	6	1	2	0	18	7	5	7	8	2	3	7
Zotu1354	4	2	1	5	8	4	1	4	3	1	3	6	0	1	1	1	3	10	2	6	1	12	2	3
Zotu349	63	34	20	10	25	38	14	24	1	2	0	0	4	27	0	0	9	3	0	2	18	10	0	2
Zotu8458	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
Zotu11972	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2
Zotu7805	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0
Zotu122	31	26	29	20	33	16	12	34	30	12	23	25	12	22	10	27	34	32	29	26	22	13	29	33
Zotu5187	2	0	0	1	0	2	0	3	0	0	0	0	1	1	0	1	0	0	0	1	0	2	0	0
Zotu177	7	8	10	15	5	5	7	17	26	0	10	11	18	7	6	21	6	8	9	18	23	2	4	15
Zotu3021	4	3	3	0	6	4	2	3	3	0	2	1	0	5	0	1	1	2	0	0	2	2	0	2
Zotu359	8	13	14	16	10	5	19	6	19	16	30	21	8	15	7	30	5	6	16	13	6	10	2	5
Zotu393	8	8	23	13	8	7	9	7	8	10	9	20	6	22	1	8	8	26	16	8	13	8	0	9
Zotu17	56	111	129	115	81	52	125	87	164	237	223	161	84	176	197	160	94	66	131	72	38	72	38	62
Zotu14	56	105	117	186	97	207	81	80	132	129	204	128	89	75	39	93	83	123	142	47	55	49	119	92
Zotu1627	4	6	2	4	2	0	5	3	3	4	0	1	2	3	1	2	4	0	3	0	0	3	0	0
