,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0,Kingdom,Phylum,Class,Order,Family,Genus,Species,Function
Zotu656,1,0,3,3,3,2,0,2,0,0,1,3,0,0,0,0,1,2,0,0,1,0,0,1,0,1,0,0,0,3,9,0,4,0,0,0,2,0,1,4,0,0,0,0,0,1,3,0,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,,,Phototroph
Zotu572,0,1,1,0,0,1,0,0,0,0,0,2,0,2,1,0,0,1,11,2,0,6,0,3,0,1,9,1,0,3,0,0,0,0,2,0,0,1,1,3,0,2,6,1,0,1,1,5,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,Cyrtolophosidida_X,Consumer
Zotu495,3,2,1,4,2,1,1,1,1,0,14,0,0,0,3,9,0,3,0,0,0,0,2,0,0,1,2,0,0,2,0,0,0,1,6,5,0,0,0,0,0,0,0,0,0,0,2,2,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma-lineage_X,Consumer
Zotu1169,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,,,Consumer
Zotu1350,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,,Consumer
Zotu2442,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,Trinematidae_X,Consumer
Zotu4842,0,0,0,0,1,1,1,2,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Consumer
Zotu1574,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Thalassomyxa-lineage,Thalassomyxa-lineage_X,Consumer
Zotu254,1,3,0,3,0,0,1,2,2,2,5,2,3,2,2,0,3,3,8,1,4,1,1,9,3,1,2,4,9,1,8,7,3,0,0,4,0,0,1,9,1,1,2,7,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpodida_X,Consumer
Zotu3225,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Nolandida,Nolandellidae,Nolandellidae_X,Consumer
Zotu527,2,0,0,1,0,0,1,0,0,2,1,0,1,3,1,1,0,6,2,11,0,0,0,5,2,11,3,2,4,0,5,9,0,0,0,16,0,0,0,0,0,3,0,1,0,0,0,2,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpoda,Consumer
Zotu1764,5,2,0,2,3,5,1,2,2,1,1,1,4,0,0,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,2,0,2,4,0,1,6,1,4,6,1,8,1,0,3,Eukaryota,Amoebozoa,Lobosa,Discosea-Flabellinia,Dactylopodida,Vexilliferidae,Vexillifera,Consumer
Zotu152,7,5,0,1,4,2,3,6,1,0,7,0,17,6,19,3,0,0,0,0,0,1,1,0,3,25,0,9,15,0,41,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,1,3,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,,,Consumer
Zotu256,3,1,2,16,2,11,3,0,0,0,8,1,3,1,2,0,2,4,3,0,1,3,2,9,15,4,0,10,6,3,3,5,3,1,1,13,2,3,3,4,23,2,7,3,1,5,1,5,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandonidae_X,Consumer
Zotu1790,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,2,2,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Consumer
Zotu912,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,2,9,1,1,1,0,0,0,3,0,1,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Euglyphidae,Trachelocorythion,Consumer
Zotu1245,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,,,Consumer
Zotu2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Granofilosea,Desmothoracida,Clathrulinidae,Clathrulinidae_X,Consumer
Zotu473,1,2,2,0,0,0,1,0,1,1,0,0,5,0,0,2,0,0,7,1,0,5,0,2,0,1,1,0,1,1,0,0,0,1,0,0,1,2,0,0,0,2,0,0,2,2,2,0,Eukaryota,Rhizaria,Cercozoa,,,,,Consumer
Zotu4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota,,,,,,,
Zotu4690,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,,,Consumer
Zotu530,4,2,0,0,1,3,5,6,4,1,1,0,1,2,1,0,4,0,1,0,0,1,4,0,1,0,0,0,0,1,0,1,6,1,3,0,1,2,1,1,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Vampyrellidae,Vampyrella,Consumer
Zotu94,16,0,0,20,2,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,107,0,0,0,0,0,0,0,0,0,0,Eukaryota,,,,,,,
Zotu952,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,4,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Glissomonadida_X,Glissomonadida_XX,Consumer
Zotu170,7,1,3,2,5,1,0,9,7,2,1,0,2,0,0,0,3,3,15,2,4,12,0,0,2,9,0,16,4,14,0,2,1,0,0,1,3,5,2,3,0,2,2,6,0,0,14,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytrichidae_X,Consumer
Zotu132,23,5,4,3,6,9,3,6,0,1,12,0,1,42,2,2,1,0,4,0,1,18,12,0,0,0,0,1,0,2,1,0,6,6,5,0,4,2,0,0,0,0,1,10,0,21,18,3,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,,Consumer
Zotu2632,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,Cyrtolophosidida_X,Consumer
Zotu3177,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonadidae_X,Consumer
Zotu2154,1,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandonidae_X,Consumer
Zotu1344,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,3,0,0,0,2,0,0,0,0,0,0,Eukaryota,Apusozoa,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonadidae_Group-1_XX,Apusomonas,Consumer
Zotu981,6,2,0,1,3,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpodida_X,Consumer
Zotu1368,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Leptomyxida,Leptomyxidae,Ripidomyxa,Consumer
Zotu1360,4,2,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Consumer
Zotu394,1,0,0,1,1,0,3,0,2,2,1,0,0,0,2,3,0,0,1,0,0,0,0,0,4,1,3,2,0,5,0,0,1,0,0,1,0,2,0,4,0,0,22,3,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,,,Consumer
Zotu4482,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Eukaryota,,,,,,,
Zotu673,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,10,0,3,2,0,1,0,4,3,0,0,0,2,3,0,2,1,0,4,0,0,1,1,1,0,0,2,1,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpodida_X,Consumer
Zotu3965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,,,,,Consumer
Zotu1017,1,0,1,2,0,2,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,3,0,0,0,1,3,1,0,4,0,0,1,1,0,0,0,3,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa,Filosa_X,Filosa_XX,Filosa_XXX,Consumer
Zotu2140,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,Cyrtolophosidida_X,Consumer
Zotu1997,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Consumer
Zotu192,5,2,0,1,17,17,0,10,1,6,0,0,31,0,0,0,2,13,0,1,5,1,0,0,1,0,0,0,3,2,0,0,0,5,7,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota,Alveolata,Apicomplexa,Gregarinomorphea,Neogregarinorida,Actinocephalidae,Monocystis,Parasites
Zotu1553,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,,Consumer
Zotu1066,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,5,0,0,0,0,1,2,2,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandonidae_X,Consumer
Zotu1547,0,2,4,0,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Ochrophyta,Chrysophyceae,Chrysophyceae_X,,,Phototroph
Zotu1034,1,0,0,0,1,1,0,0,0,1,4,1,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,,,,Phototroph
Zotu1601,0,1,3,1,3,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandonidae_X,Consumer
Zotu788,0,2,1,3,0,0,0,5,0,7,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Pseudourostylidae,Pseudourostyla,Consumer
Zotu1126,3,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,,,,,,,
Zotu2629,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota,Rhizaria,Cercozoa,Cercozoa_X,Cercozoa_XX,Cercozoa_XXX,Cercozoa_XXXX,Consumer
Zotu37,5,5,14,7,9,0,2,31,6,6,4,0,1,14,16,15,4,21,42,19,38,10,5,10,6,34,106,6,13,31,8,18,17,34,21,11,31,18,29,22,66,5,8,12,2,24,25,31,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytrichidae_X,Consumer
Zotu871,1,0,0,1,0,2,0,1,0,3,0,0,1,0,0,1,0,1,1,0,3,1,1,1,3,0,0,1,0,1,2,0,1,2,1,1,1,1,0,1,1,0,0,1,1,0,1,0,Eukaryota,Rhizaria,Cercozoa,,,,,Consumer
Zotu452,0,1,0,2,1,1,0,0,1,0,2,0,0,1,1,2,0,2,1,0,0,2,2,0,0,0,2,0,0,1,0,0,6,1,6,2,1,1,0,3,5,1,3,3,1,9,1,2,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Schizoplasmodiids,,Consumer
Zotu425,5,0,2,0,0,2,0,0,1,0,1,0,1,0,3,4,0,0,0,3,0,0,3,4,0,0,4,0,0,1,0,1,6,4,0,0,5,4,0,2,0,2,3,5,0,1,1,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Euglyphida,Trinematidae,Trinema,Consumer
Zotu4811,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandona,Consumer
Zotu2469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,Eukaryota,,,,,,,
Zotu2607,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Consumer
Zotu1621,1,0,1,0,2,0,1,1,1,0,3,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma-lineage_X,Consumer
Zotu1131,0,1,0,1,1,0,0,4,0,3,0,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Platyophryida,Platyophrya,Consumer
Zotu2142,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,Eukaryota,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Scuticociliatia_2_XX,Consumer
Zotu2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,1,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandonidae_X,Consumer
Zotu4599,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,,,,,Consumer
Zotu462,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,2,1,2,3,1,0,0,0,0,3,1,2,0,11,2,0,0,3,14,3,0,0,0,0,2,2,9,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpodida_X,Consumer
Zotu2078,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Colpodida,Colpodida_X,Consumer
Zotu2542,2,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_X,Consumer
Zotu3408,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,,,,,,,
Zotu3559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Glissomonadida_Clade-Y,Glissomonadida_Clade-Y_X,Consumer
Zotu3242,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Schizoplasmodiids,Nematostelium,Consumer
Zotu214,0,4,2,3,5,1,0,3,6,1,3,2,4,2,1,1,8,2,7,0,3,1,5,7,3,4,3,3,1,1,1,3,1,3,5,3,5,2,2,1,3,2,7,2,1,0,1,1,Eukaryota,Amoebozoa,Conosa,Variosea,Variosea_X,Schizoplasmodiids,,Consumer
Zotu4424,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,,,Parasites
Zotu263,1,2,2,11,0,13,2,0,0,2,0,1,0,1,4,4,0,1,2,1,14,5,2,3,18,2,4,5,0,3,1,0,0,3,1,0,3,3,4,5,2,3,1,5,0,7,0,1,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Flectomonas,Consumer
Zotu3868,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Colpodea,Colpodea_X,Cyrtolophosidida,Pseudocyrtolophosis,Consumer
Zotu782,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,10,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Glissomonadida_X,Glissomonadida_XX,Consumer
Zotu785,0,1,2,0,0,1,0,1,1,0,0,3,5,1,1,0,0,5,4,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,3,1,7,0,1,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Consumer
Zotu1073,3,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytricha,Consumer
Zotu213,11,14,1,16,0,4,5,10,0,0,5,0,0,0,0,0,0,0,0,0,1,3,4,0,13,5,1,1,2,6,7,3,0,1,19,5,0,0,0,2,0,0,0,0,0,0,0,1,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytrichidae_X,Consumer
Zotu2406,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Proleptomonadidae,Proleptomonas,Consumer
Zotu599,1,0,2,0,0,1,3,0,1,0,2,0,0,1,6,0,1,0,0,0,0,3,0,0,0,0,0,0,0,3,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Eukaryota,Stramenopiles,Ochrophyta,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,,Phototroph
Zotu175,4,7,15,4,1,4,3,3,0,2,1,0,0,0,0,4,1,2,12,4,6,8,15,4,6,0,2,5,2,11,0,4,4,10,2,0,6,1,3,7,0,5,2,5,0,3,2,2,Eukaryota,Stramenopiles,Pseudofungi,Hyphochytriomyceta,Hyphochytrydiales,Hyphochrytriaceae,Hyphochytrium,Parasites
Zotu3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Amoebozoa,Lobosa,Tubulinea,Euamoebida,Hartmannellidae,Copromyxa,Consumer
Zotu833,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,,Consumer
Zotu698,1,0,0,0,10,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,0,0,Eukaryota,Stramenopiles,Pseudofungi,Oomycota,Oomycota_X,Haptoglossales,Haptoglossa,Parasites
Zotu2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Teretomonas,Consumer
Zotu1465,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,1,Eukaryota,Rhizaria,Cercozoa,Filosa-Imbricatea,Thaumatomonadida,Peregriniidae,Peregrinia,Consumer
Zotu557,1,0,1,0,0,3,4,0,1,0,1,1,5,0,1,4,5,0,2,0,1,0,3,1,3,0,1,0,0,0,0,3,0,1,2,0,1,0,0,0,0,1,4,0,0,0,1,1,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Group-Te,Consumer
Zotu663,2,2,1,2,2,1,1,1,2,2,0,0,0,0,3,3,0,0,0,0,0,3,0,0,1,1,2,0,0,2,0,1,0,2,0,0,1,0,0,1,1,1,2,0,2,3,1,1,Eukaryota,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Consumer
