,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu6641,1,0,0,0,0,1,0,0,1,1,3,2,0,1,1,0,0,0,2,0,0,0,3,0,0,0,0,1,3,0,1,1,1,0,2,0,0,0,1,0,0,0,1,1,1,2,1,1,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Bryobacter,
Zotu16299,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Patescibacteria,D_2__Parcubacteria,D_3__Candidatus Moranbacteria,D_4__uncultured bacterium,D_5__,D_6__
Zotu9953,1,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,D_3__metagenome,D_4__,D_5__,D_6__
Zotu6012,0,1,1,3,1,1,0,2,1,0,2,0,2,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,8,1,1,1,1,3,1,0,2,1,1,0,0,0,1,4,0,0,0,3,D_0__Bacteria,D_1__Chloroflexi,D_2__TK10,D_3__uncultured Chloroflexus sp.,D_4__,D_5__,D_6__
Zotu5011,0,0,2,0,2,0,0,1,2,1,0,0,2,0,0,0,0,0,4,3,5,2,0,1,2,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,2,0,0,0,1,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Azospirillales,D_4__Azospirillaceae,D_5__Skermanella,
Zotu13782,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__uncultured bacterium,D_6__
Zotu6714,1,0,2,0,0,1,2,0,0,1,1,0,2,1,3,3,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,,,,
Zotu2942,1,7,7,0,0,3,2,1,1,2,15,0,0,5,8,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,4,1,0,0,0,5,0,D_0__Bacteria,D_1__Rokubacteria,D_2__NC10,D_3__Rokubacteriales,,,
Zotu9793,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Reyranellales,D_4__Reyranellaceae,D_5__Reyranella,D_6__uncultured bacterium
Zotu6537,2,1,2,2,1,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,5,1,0,1,0,0,1,0,1,2,3,1,3,0,0,0,0,0,0,0,0,2,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Singulisphaera,
Zotu16283,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,,
Zotu11949,7,2,0,3,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__uncultured bacterium
Zotu6590,0,0,2,1,1,2,4,9,1,4,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,,
Zotu3091,1,0,4,0,1,3,2,1,1,1,4,1,5,1,1,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,4,0,0,0,1,1,3,0,4,0,0,2,15,2,1,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 5,,,,
Zotu8413,2,1,6,0,0,2,2,0,1,1,1,0,0,0,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,
Zotu4920,2,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,1,0,0,0,2,1,2,0,3,0,1,3,0,0,1,1,0,0,0,0,1,0,2,1,2,1,4,2,0,4,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__uncultured bacterium,D_6__
Zotu10886,1,0,0,6,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,1,0,1,0,1,0,1,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,,
Zotu11936,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__uncultured,
Zotu2559,1,2,3,0,0,2,0,3,0,0,0,0,2,1,1,0,0,3,3,1,3,1,1,4,1,2,3,1,1,3,0,3,2,0,1,1,2,1,1,1,1,2,3,4,0,2,4,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,,,
Zotu3338,3,6,0,1,2,0,7,4,0,0,3,0,2,0,0,2,0,0,4,1,2,0,1,3,0,1,0,2,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Bryobacter,
Zotu6810,1,6,2,1,3,0,0,1,0,0,2,1,2,1,4,0,3,0,4,0,1,0,1,1,1,1,0,0,0,1,0,1,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__Burkholderiaceae,D_5__Noviherbaspirillum,
Zotu8823,2,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,2,3,2,1,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Paenibacillaceae,D_5__Paenibacillus,D_6__Paenibacillus alvei
Zotu17189,1,0,0,0,2,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Bdellovibrionales,D_4__Bdellovibrionaceae,D_5__OM27 clade,
Zotu3954,4,1,1,1,0,0,1,1,3,2,1,3,0,0,2,0,2,2,1,0,0,1,2,0,1,0,1,0,0,0,1,2,0,1,0,1,2,0,1,0,0,1,0,1,0,0,3,0,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__Gemmatimonas,
Zotu4525,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Dependentiae,D_2__Babeliae,D_3__Babeliales,D_4__Babeliaceae,D_5__uncultured bacterium,D_6__
Zotu6511,1,2,2,0,0,1,0,0,2,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,2,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__Solirubrobacteraceae,D_5__Conexibacter,
Zotu2091,2,0,5,2,0,5,1,2,0,1,7,3,1,3,9,0,0,0,9,0,1,0,2,0,1,1,10,0,0,2,0,0,0,0,9,0,0,1,0,0,6,0,3,4,6,2,3,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Haliangiaceae,D_5__Haliangium,
Zotu1762,2,4,8,2,2,0,1,3,5,1,1,0,2,2,3,2,1,2,5,2,2,2,6,4,1,7,2,2,2,5,5,7,3,1,0,3,3,2,1,2,0,6,4,2,0,0,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,D_5__uncultured bacterium,D_6__
Zotu2931,2,0,2,0,1,0,2,0,0,1,1,2,4,1,0,49,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Pseudomonadaceae,D_5__Pseudomonas,
Zotu11693,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Taibaiella,D_6__uncultured bacterium
Zotu7382,2,1,1,1,0,0,0,0,1,2,4,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,6,1,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__uncultured,D_6__uncultured Chitinophagaceae bacterium
Zotu3004,4,3,0,3,2,0,4,4,4,0,0,3,1,2,1,0,2,0,0,2,0,3,5,0,0,0,0,1,0,0,5,0,0,1,3,0,4,3,0,0,0,2,0,0,0,1,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,Ambiguous_taxa,D_4__uncultured delta proteobacterium,D_5__,D_6__
Zotu15306,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,D_3__metagenome,D_4__,D_5__,D_6__
Zotu2533,5,10,7,4,3,3,4,1,9,4,5,0,1,5,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,1,0,0,0,1,0,3,4,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,,
Zotu2253,0,2,0,0,1,0,2,2,3,1,1,4,5,5,2,1,1,2,1,1,1,1,1,0,1,6,1,3,11,6,10,5,1,0,0,5,3,5,2,4,1,0,2,1,0,0,5,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micropepsales,D_4__Micropepsaceae,D_5__uncultured,D_6__metagenome
Zotu10814,2,0,1,0,0,1,1,0,1,1,1,0,3,0,0,0,1,0,3,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Acidibacter,
Zotu6524,2,1,2,1,2,1,1,7,0,0,0,0,0,0,0,1,0,2,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Luedemannella,D_6__uncultured bacterium
Zotu797,3,4,4,4,1,10,7,5,3,8,4,2,1,5,5,5,7,4,6,1,0,5,5,8,7,0,4,1,4,8,1,5,5,5,3,5,4,6,4,7,12,5,6,4,6,12,9,5,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__Gaiellaceae,D_5__Gaiella,
Zotu17693,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Opitutales,D_4__Opitutaceae,,
Zotu2550,2,1,1,1,3,1,0,2,2,4,0,0,0,1,1,0,0,0,0,0,3,0,1,2,2,2,1,4,1,0,0,3,3,4,0,0,3,0,2,0,2,1,4,1,0,7,0,3,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Acidobacteriales,D_4__uncultured,D_5__uncultured Acidobacteriaceae bacterium,D_6__
Zotu2397,1,1,5,4,2,2,6,1,1,0,2,0,0,0,0,5,0,1,1,0,3,4,4,1,1,4,2,0,0,0,0,1,2,4,1,3,2,4,3,2,1,2,1,2,1,0,2,2,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__IMCC26256,D_4__uncultured actinobacterium,D_5__,D_6__
Zotu2512,2,2,0,8,1,3,1,1,2,5,2,4,5,0,2,1,1,3,4,4,3,0,2,4,1,0,1,1,1,1,0,2,2,0,0,1,1,2,0,0,1,0,6,3,0,1,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,D_5__Pseudonocardia,
Zotu1154,2,3,1,1,1,4,5,6,3,1,4,8,2,3,14,5,2,0,0,3,0,9,5,2,8,1,3,0,1,9,0,0,6,1,1,2,1,5,2,2,8,0,0,1,3,11,11,1,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Candidatus Solibacter,
Zotu16211,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Ktedonobacteria,D_3__C0119,D_4__uncultured bacterium,D_5__,D_6__
Zotu14929,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,1,1,0,0,0,1,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Betaproteobacteriales,D_4__A21b,,
Zotu4714,0,4,1,0,2,1,1,6,0,1,4,0,0,2,2,0,1,0,3,0,0,1,1,0,1,0,3,0,0,0,1,0,1,3,2,0,1,0,1,0,0,0,0,2,0,3,3,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__Rhodoplanes,
Zotu2268,2,6,1,6,3,0,3,3,9,0,0,4,1,1,0,1,5,5,1,4,2,3,0,3,4,2,0,0,2,1,0,5,0,4,1,2,3,1,0,1,0,11,0,0,0,0,1,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Gitt-GS-136,D_3__uncultured Chloroflexi bacterium,D_4__,D_5__,D_6__
Zotu3309,1,1,2,5,1,2,1,1,0,1,1,1,0,0,0,1,3,0,2,0,1,1,0,4,2,1,2,2,0,3,1,1,0,2,2,0,0,0,1,0,3,1,1,2,2,4,1,3,D_0__Bacteria,D_1__Chloroflexi,D_2__KD4-96,,,,
Zotu10257,1,1,1,3,1,3,2,2,2,3,1,1,0,0,1,2,0,4,1,1,1,1,0,1,3,2,3,2,0,1,0,5,1,0,2,0,1,2,1,2,3,0,1,2,1,2,1,3,D_0__Bacteria,D_1__Firmicutes,D_2__Bacilli,D_3__Bacillales,D_4__Bacillaceae,D_5__Bacillus,
Zotu5869,2,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,2,2,0,2,0,0,1,0,2,0,2,0,0,1,0,0,1,2,2,0,2,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__uncultured,D_4__uncultured proteobacterium,D_5__,D_6__
Zotu3525,0,0,1,1,6,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,9,0,1,0,0,1,1,0,0,0,0,3,0,0,0,5,7,1,0,0,2,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Candidatus Solibacter,D_6__bacterium Ellin6100
Zotu2290,3,1,0,0,4,0,3,1,0,0,1,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,0,4,4,1,0,0,0,0,1,13,0,2,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS 17,D_5__metagenome,D_6__
Zotu4859,2,2,1,1,0,3,1,0,1,0,1,2,1,0,0,1,0,0,0,0,1,1,0,0,2,1,0,1,0,1,1,0,0,0,0,2,1,1,0,1,2,1,0,1,0,2,3,3,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,Ambiguous_taxa,D_6__
Zotu5421,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,5,1,1,0,1,0,0,0,4,1,3,2,0,0,1,0,1,0,1,0,0,0,0,0,1,2,2,1,0,2,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,
Zotu1311,1,1,1,2,0,2,11,1,5,11,3,3,2,2,2,5,3,8,3,3,0,5,0,0,2,3,13,1,1,3,2,2,3,8,5,2,2,1,5,1,5,4,2,5,3,3,0,1,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Streptosporangiales,D_4__Streptosporangiaceae,D_5__Microbispora,Ambiguous_taxa
Zotu7709,2,1,0,0,0,0,0,1,0,1,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,1,0,1,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,,
Zotu12267,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Cytophagales,D_4__Microscillaceae,D_5__uncultured,
Zotu9963,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 5,,,,
Zotu11306,4,0,1,1,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,,,
Zotu8002,5,1,4,2,1,1,0,1,1,1,1,0,1,0,2,1,0,1,1,2,0,1,0,0,2,1,0,0,0,1,0,1,2,0,0,2,1,1,0,0,2,0,2,0,0,4,2,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Ovatusbacter,D_6__uncultured bacterium
Zotu10876,0,2,3,3,2,2,1,0,1,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__Zavarzinella,
Zotu13784,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,2,2,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,0,1,0,0,3,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Oligoflexales,D_4__0319-6G20,,
Zotu622,1,2,0,3,1,11,9,3,3,4,5,8,4,12,18,2,3,0,7,0,0,8,4,1,1,0,8,8,5,3,3,1,2,1,17,5,1,8,11,8,20,0,1,11,42,21,1,14,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__uncultured,,
Zotu2012,4,5,7,5,6,0,5,4,1,0,6,7,4,1,0,9,5,6,8,3,2,1,2,2,0,3,0,0,1,0,0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Sphingomonas,
Zotu4318,0,1,1,0,3,2,1,1,1,1,0,2,0,4,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,1,1,1,0,5,0,4,2,1,0,0,1,0,0,1,0,1,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__uncultured,,,
Zotu7410,5,5,3,1,2,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,2,0,0,2,0,3,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__metagenome
Zotu12284,1,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__A0839,D_5__uncultured bacterium,D_6__
Zotu1449,1,1,0,3,0,4,3,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,6,1,4,2,3,1,0,2,3,3,1,9,0,22,0,0,6,11,9,1,2,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__ADurb.Bin063-1,
Zotu7697,3,1,3,2,1,3,4,3,0,0,0,0,0,0,1,3,1,0,2,0,0,2,3,1,0,0,0,0,0,2,2,0,0,0,2,0,0,1,0,0,2,1,0,3,2,1,0,1,D_0__Bacteria,D_1__Armatimonadetes,D_2__Chthonomonadetes,D_3__Chthonomonadales,D_4__uncultured bacterium,D_5__,D_6__
Zotu11768,1,0,0,0,1,1,1,3,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,3,1,1,0,1,3,0,0,0,1,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__uncultured,D_4__uncultured bacterium,D_5__,D_6__
Zotu7772,3,3,0,2,3,0,2,1,0,0,0,3,4,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Acidobacteriia,D_3__Solibacterales,D_4__Solibacteraceae (Subgroup 3),D_5__Bryobacter,
Zotu16276,2,1,1,0,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,2,0,0,0,0,1,1,5,0,0,0,1,1,0,0,0,1,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Planctomycetales,D_4__uncultured,,
Zotu698,10,10,3,4,6,0,18,3,7,5,5,2,13,5,8,8,5,7,13,39,9,7,4,3,10,17,1,3,0,12,2,8,8,13,2,7,7,6,4,7,4,3,7,7,0,4,7,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__Pirellula,D_6__uncultured Planctomycetales bacterium
Zotu14949,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__MB-A2-108,D_3__uncultured bacterium,D_4__,D_5__,D_6__
Zotu4743,1,3,0,1,0,0,2,4,0,0,0,0,3,0,0,0,0,1,0,3,1,0,0,3,1,1,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,D_3__Unknown Order,D_4__Unknown Family,D_5__Vicinamibacter,
Zotu5734,2,0,1,1,3,0,0,2,2,1,1,0,0,1,0,1,1,4,2,1,3,1,2,1,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__Microvirga,
Zotu14309,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,,
