Gene,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0
Ca_vacuolar_exchanger,6246.625,6764.431,7016.796,6307.535,6006.249,6310.058,6526.741,4940.102,4947.289,6794.601,6561.483,7169.538,6048.115,5526.234,7047.04,6130.689,5627.871,6305.412,6282.878,5221.129,5624.339,6601.771,5642.069,6142.748,5332.738,5099.117,5821.825,5525.943,5549.902,5335.067,6607.894,5255.637,4462.637,5549.026,6226.648,5976.107,5871.032,5884.417,6231.559,6904.182,6419.805,5013.249,7333.705,6333.821,4540.303,4808.264,5299.927,4083.123
CadA,100855.7445,105545.3876,104987.8202,102770.5154,103096.8881,100783.3287,104139.4453,100451.3334,101599.279,105326.023,96654.8458,102959.001,106248.6864,96405.1403,103528.7704,112250.3652,101345.5871,107297.2505,102541.675,105690.371,101501.016,105616.743,100390.18,105449.9969,100171.094,110178.93,99403.7974,106161.6983,106762.128,102791.9004,102908.988,107822.376,99962.1209,102838.7721,98649.0914,99856.1345,104944.6543,106512.0832,101798.0672,103686.97,104418.0903,110114.285,104350.913,100928.5072,102611.7282,101506.623,101404.4863,108249.0228
CadBD,7202.4053,6874.5445,7489.654,7537.3743,6404.644,7545.054,7117.0134,7590.631,6556.923,5617.6367,6040.527,5208.0866,5258.6889,7368.3569,5763.4084,5451.832,5446.4722,4790.791,4797.6173,5623.03,4341.615,4945.5358,5154.1173,4888.9531,5436.085,4312.3947,4733.639,3936.4962,3810.7472,3409.7843,4331.5148,4040.2256,4832.1066,7528.683,7274.139,7724.386,4098.0516,7081.14,7117.659,5502,4476.5302,4887.8971,4323.373,4962.948,4359.2492,5069.8928,5076.456,4085.902
Cap,22079.056,22214.901,20971.692,21831.105,21901.017,21415.886,21652.483,22031.598,20595.395,25548.506,21249.833,24144.107,23138.452,21037.342,24353.596,21523.774,22976.475,24361.051,23751.323,24438.106,25209.845,24565.789,23138.662,24263.085,22789.549,23486.218,20808.16,21624.215,23370.195,23211.225,24062.247,24411.456,22910.025,22722.342,22255.448,20384.488,25287.304,21801.453,21195.857,23435.832,24121.704,24501.609,22849.537,23390.658,24870.609,23765.481,22007.929,23407.084
Cap8E,16035.55,15496.82,14857.08,16832.31,15864.16,16341.1,16946.29,13314.49,13213.3,16413.44,16142.68,17184.87,16530.2,17207.84,17388.42,11840.75,18167.19,13067.05,14103.86,13591.68,14268.81,13399.14,16710.81,14051.26,14015.81,12421.54,12747.67,16327.6,12504.28,12403,12488.58,11448.15,9968.956,14503.38,14990.56,14056.35,13752.09,14027.45,16916.42,15030.25,14868.58,13713.03,12353.63,13900.17,14476.67,15250.93,13200.01,13146
Capsid_Alphaflexiviridae,5232.943,5534.725,4913.609,5760.345,6357.071,6026.702,4869.415,6569.1,4563.801,7442.433,5233.573,5850.92,7115.624,5842.333,6624.75,4541.543,6801.506,7124.73,7058.601,8277.684,6850.457,6892.559,6369.558,7344.256,8124.373,8809.035,6337.76,7132.47,7319.887,7905.615,7768.086,9102.775,9530.162,7365.099,5865.965,5661.287,8255.931,6200.101,5450.179,8682.445,6799.811,9302.324,9022.595,8708.03,8812.545,8337.079,7598.629,9683.14
Cas1,23604.8756,24370.704,23310.2117,24787.1118,25494.5139,24419.4369,24013.0215,23136.3337,22294.72,26378.7943,20622.4044,16638.7712,27372.8758,23472.8477,24375.3445,30345.4561,23139.2143,28928.1028,27773.957,26134.3009,27601.0634,27604.7528,24727.5347,24736.7108,24819.6904,29256.3135,28409.088,27186.9906,29277.8229,28902.6496,28060.7769,28380.9454,26859.1046,26027.6866,26121.6643,25925.2517,27040.5391,25275.8403,25052.156,25250.6327,26520.5809,27764.2961,27594.8175,27181.7337,28404.3283,26121.1082,25514.583,27568.708
Cas10_Crm2,4371.8042,4754.2445,4734.8535,4186.2539,4752.0562,3739.739,4171.5454,5763.8781,2829.633,5011.5267,3982.543,4039.226,5676.9629,3974.79,4966.1558,7210.9028,4349.08,5301.7816,5099.0197,5227.9309,5662.9159,6049.094,4743.2725,4614.8783,5239.927,6204.7083,5386.6593,5614.2328,6214.3065,5179.6245,6109.7585,5656.7704,5731.8354,5125.1452,4512.267,5310.1372,5099.1226,4998.9728,4988.6064,5204.4669,4893.1929,5001.0838,6275.3719,4896.8098,5016.8473,5235.8702,5537.0118,5921.9588
Cas2,6187.193,7099.4371,6312.655,7740.7336,7216.446,7029.571,6554.3966,7751.202,5538.367,5960.741,6156.1985,6106.681,7224.7742,6367.3231,5887.5121,7174.079,6065.588,7445.1237,6922.8994,7629.922,7415.2323,7218.076,5911.4258,6399.015,7754.1,8420.5558,7462.686,7992.156,8309.463,8562.361,7785.113,8508.495,7584.2052,7174.628,7064.166,6979.281,7553.332,7442.891,6028.2298,7896.6176,6977.8964,7286.272,7209.961,8217.96,7435.7228,7017.702,7750.994,7653.5057
Cas2_Ie,23789.091,24880.146,24893.152,23887.071,23980.135,24724.057,24601.294,23125.333,23052.943,26745.869,25576.898,24537.103,24863.483,22909.36,27731.485,20864.061,26571.554,24811.302,28990.153,24851.996,25106.731,26193.837,24531.332,24663.352,23385.899,23135.158,26058.4,25589.508,24910.41,22314.035,24998.567,23409.266,25916.383,25820.167,23944.611,24685.843,25083.119,24342.434,25849.49,25185.717,24330.609,24756.78,24614.481,25489.615,25688,25303.799,22621.675,26263.619
Cas3,7985.1635,8633.1542,7968.348,9021.8782,9492.292,7460.5968,8628.1822,9065.288,7062.003,8460.3731,7830.4869,7478.5246,8808.976,9149.0545,8159.0453,10759.0054,6296.13,8183.0388,7592.7212,9002.3057,8760.8326,8020.0695,7050.3234,6246.138,9059.0497,9332.1839,9310.0094,9397.534,9277.5315,9470.6152,8831.4357,9751.771,8737.0078,8241.6507,6949.1928,8046.312,8632.993,7372.581,7513.237,7714.1186,8853.3926,9572.5333,9354.684,8650.176,7703.61,8800.469,8101.9812,9195.0698
Cas4,7836.0066,8305.3891,8592.7927,7970.5953,8078.8671,8423.1917,8368.94,8509.3074,6864.698,9400.6202,8724.191,9288.4199,7604.486,7464.8965,8545.397,11789.803,8455.023,7891.2936,9390.5936,8520.1115,9236.3784,8836.4311,8238.0309,8660.188,9450.8685,10627.5594,9525.9191,9967.8112,10695.218,10154.9633,9275.9473,9699.973,8498.4932,7824.4234,7974.054,7657.077,9194.0284,7629.003,7181.5287,9792.3872,9422.6785,8753.6296,9048.1535,11525.348,6868.584,10000.111,9728.776,10162.3768
Cas5,8822.357,9581.918,9552.3144,9484.684,10093.9386,9000.215,9723.97,9252.4597,8595.608,10516.261,9762.711,10512.968,12227.9129,9013.865,10207.952,15104.468,9526.506,11097.1332,11503.883,12900.6184,11487.7851,10061.158,9598.326,11566.5464,10052.146,11168.6466,9830.022,11195.0197,10791.9546,8522.605,10384.2915,10978.4479,10709.5502,10655.8044,9792.474,10052.722,10075.5432,10396.0793,10901.3837,10473.873,9357.4405,9715.0128,10810.5915,10673.416,10079.106,9979.0988,9702.778,10102.3323
Cas6,40239.232,41671.973,36324.612,37051.726,38907.74,40022.736,38636.581,43489.408,44074.678,43078.527,35767.9,40201.991,49148.03,43646.066,44283.051,43748.696,46411.663,50330.419,48686.123,48789.113,47996.19,49044.712,48204.663,44215.461,48267.297,48995.942,43820.818,41655.686,43604.89,49418.438,47954.869,49867.143,57391.772,45093.461,41597.369,43531.295,51418.765,42162.81,39653.319,47300.568,47922.894,50525.352,50056.558,46872.322,53304.267,50187.912,46188.88,49347.462
Cas6e,60872.64,64914.23,62904.4,61057.06,59620.95,62847.55,62674.99,55259.325,59124.094,65193.68,66032.91,63375.49,63751.003,59202.046,63839.852,61265.68,60829.327,61808.385,62850.035,61728.247,61736.617,65187.351,61909.11,60674.467,55714.073,57023.527,59574.863,58836.803,56194.176,59021.667,56843.476,58546.098,53336.111,62481.92,62459.82,60655.8,60808.003,63211.99,61071.18,64555.74,62252.233,59806.48,57768.246,59680.696,59682.274,60587.566,58424.348,58473.455
Cas6f,23579.8106,24125.48,21179.403,23398.8791,23212.007,22778.908,22857.382,20751.338,35451.133,23791.4237,22502.8893,21896.1069,24745.1211,23060.3232,22643.0666,22375.8086,25901.3605,25125.6246,23107.828,23174.8862,23039.288,22093.453,24785.2395,26132.7492,23223.7577,25572.632,21738.7104,25585.7457,24457.79,21428.139,24307.699,22554.7111,21808.638,22670.6776,20714.788,21253.2185,21803.5028,22554.4361,25188.611,22895.9208,24223.4866,23993.7058,27448.098,22445.3924,22596.799,22232.898,20514.901,22111.74
Cas7,28552.1061,29223.5769,32082.627,27457.7528,28226.87,28915.7031,29633.0089,28833.6706,31297.576,31210.4079,27100.915,30445.5091,28508.6631,29986.5122,29328.7493,29131.4436,25547.4563,30058.7494,29637.5776,30457.9795,29799.181,28805.5456,30494.9245,28325.0226,30658.874,30851.4527,31869.042,31459.516,29973.2997,31181.6997,31166.9776,33727.5458,29838.8351,31426.187,31120.1714,29345.7259,28745.761,31567.9055,31060.158,28942.3515,30670.5737,27553.1964,32706.6849,31666.716,28580.541,31351.4498,29566.0803,29865.587
Cas8b,1076.371,1484.366,1175.004,1158.424,1217.263,1563.852,1259.462,1050.397,1470.239,1085.211,1315.993,984.908,1222.162,1533.592,1637.039,963.0734,1164.015,1215.201,1229.979,1471.075,983.8582,1190.147,1278.018,1206.575,1129.62,1225.268,1235.466,1303.91,1352.665,1722.257,1201.262,1196.149,913.3165,1084.451,1194.406,1011.598,1272.513,1143.495,1297.004,1314.154,1285.395,1084.537,901.75,1228.73,1069.695,1606.392,1712.312,1611.251
Cas8c,779.619,675.2882,0,0,0,1938.383,591.7014,733.6715,1615.33,618.5053,0,0,0,1034.17,1125.832,1420.909,0,0,1846.884,556.7806,764.4861,2086.759,1011.955,0,821.9364,689.7344,1251.166,695.1865,825.5861,2478.752,980.9949,1814.822,693.4399,641.964,990.8655,712.9378,676.5471,938.6054,1112.142,682.0632,780.0159,0,1812.811,920.9966,0,1048.974,1327.852,800.9766
Cas9_Csn1,1699.419,1910.071,1573.934,1891.524,1768.386,1832.684,1509.636,1852.656,1992.048,1772.852,1330.112,1814.695,1771.461,1533.979,1604.026,1695.804,1846.635,2435.093,2063.633,2073.677,2281.867,2156.646,1564.158,1986.087,2091.545,2423.335,2020.611,2157.662,2592.988,2629.89,2363.371,2502.603,2368.655,1930.824,1816.803,1785.809,2420.614,1692.585,1899.71,1848.495,2379.295,1874.933,2707.411,2216.576,2808.143,2685.732,1537.524,2422.013
Cat_bac,19573.6085,18732.6454,18606.2651,19829.179,18140.259,20548.621,19574.041,20388.2112,17065.659,18439.308,19242.196,21727.229,19669.6974,20545.5384,23429.8895,23180.6872,17041.18,18625.729,22606.98,23229.3276,21037.9681,21568.251,19200.714,19742.054,20702.7475,19467.68,23519.759,19654.9733,20838.461,27803.4609,19833.0251,23637.4432,20957.4863,18191.365,18506.0842,17464.9898,19589.4973,19596.292,16958.101,24737.3869,20397.3705,21136.1893,21589.6178,20983.88,21718.6313,22544.9405,24385.9043,22956.3733
Cat_fun,957.8578,959.6542,1016.131,953.4478,1009.43,921.3048,963.255,1024.243,1081.422,838.3555,870.3483,807.2194,792.4945,637.4384,0,1360.177,746.3899,1180.911,1112.234,975.2164,1015.82,1058.85,825.1475,796.6582,1020.693,1466.862,1013.72,1016.548,1425.704,1421.351,1037.849,1168.298,1113.15,806.6624,1054.701,902.4046,1104.508,1094.722,878.2875,1301.6,993.0545,1144.838,1075.839,1044.909,1201.398,1294.939,1043.78,1137.774
Catb,19847.83,20741.647,19326.338,19611.729,19570.039,19574.034,19932.175,16494.696,19511.381,20638.417,15389.336,17934.829,21140.811,20591.789,20852.396,20033.061,19922.342,23182.812,22133.111,21269.301,23471.941,21594.021,20043.382,20553.546,17966.679,19210.445,19227.61,20062.2183,18415.4737,17992.042,17567.488,17973.904,21076.216,20378.062,17820.316,20705.683,20804.687,19417.952,20146.328,20796.382,21008.203,22269.847,18864.895,20129.897,20555.548,17458.324,17716.438,20499.1696
Catechol,72537.575,72430.9582,70834.0472,73674.2802,68989.4761,69821.6994,71675.3492,67239.6906,60039.015,68213.773,66895.5244,68541.3169,69150.467,70343.6974,69519.2827,65065.4134,61811.1029,65491.4048,69038.8706,71652.3694,67927.5169,67202.9313,68674.8994,64118.2419,65499.3215,62258.5798,64096.7856,63324.3639,62908.5143,60481.1004,67293.4168,63235.1996,65208.4011,75374.0533,71882.5533,71341.9398,64429.171,75890.2791,75356.414,68701.3404,65572.053,68599.8524,66787.4331,65239.2918,63608.4597,66274.0553,63241.0211,63228.1993
Catechol_b,83808.5112,90900.166,90192.4931,88604.888,87603.7759,88823.162,91124.1856,82613.2489,85084.311,93593.8714,89405.2626,90569.26,89843.3754,90474.4118,94370.467,75768.78,86596.7546,91531.4892,93489.8757,92949.2151,90785.7033,90065.7779,95179.8108,93089.4185,75138.667,80735.0136,84119.1159,76469.0233,73079.3582,79000.619,80972.3593,83711.2472,86571.5124,94998.45,95058.5089,95211.5858,81501.9322,97576.9544,103562.061,90802.9142,85730.4774,79869.2659,80646.313,81853.1382,79971.999,75921.9009,76309.6854,76718.2723
CcmL,64465.133,58662.577,63834.832,63816.44,60894.409,62415.61,64352.64,52123.639,66132.427,58684.361,64107.265,61527.261,67354.742,64407.458,60760.033,45346.635,60143.501,50228.116,49999.02,51671.235,48011.324,56589.773,59247.45,61122.613,49542.773,51829.815,48536.237,46212.857,48729.291,44945.782,53379.18,48503.433,42772.491,55284.646,53400.588,52165.996,53292.092,53131.986,56726.402,55444.546,59116.917,58609.821,47068.82,51507.139,56837.049,54500.526,50674.547,48020.087
Cda,24452.9572,23353.1823,21241.2509,23613.8023,22554.4409,21382.6357,21812.7001,21310.5522,17217.9443,21140.7753,19422.0386,21084.7317,22279.7182,21271.7234,22241.423,18589.0367,21098.4481,22386.5455,24178.1599,25031.879,25273.1477,22198.0241,21500.3784,21557.6811,25448.3199,24054.5226,26521.5738,23874.109,25856.5488,24402.3195,23237.123,24334.7653,26766.4143,22137.8159,20168.7934,22682.2676,28892.0566,21992.0068,20251.5358,22789.1192,24349.3591,24266.8319,23044.7625,26234.6492,23211.107,25869.6531,23492.3943,25581.013
Cdd,1424.079,1599.303,1240.488,1378.594,1538.681,1478.287,1118.664,1706.454,1377.061,1218.721,1199.122,1319.877,1322.28,1314.942,1128.908,2125.91,1283.895,1398.603,1353.827,1369.716,1592.329,1335.373,1105.509,1242.222,1663.612,1859.902,1350.442,1424.891,1795.101,1400.542,1564.386,1585.527,1966.875,1752.046,1482.239,1487.866,1387.942,1619.504,1346.681,1470.989,1324.403,1900.417,1792.581,1394.848,1534.612,1634.945,1416.233,1407.714
Cdh,2740.447,2596.003,2299.537,3539.866,2125.281,5107.412,3493.242,3133.387,3302.407,2647.302,3202.901,1991.187,2116.231,3267.512,5297.699,4414.044,2771.846,1986.111,4796.685,3804.753,3037.823,5725.65,3570.277,3918.135,3230.916,2600.879,4619.634,2685.884,3084.426,8576.514,2925.557,5275.015,2028.101,3046.878,2600.335,1889.709,2501.152,2841.002,1541.971,3694.544,3299.086,2541.025,4161.619,2508.921,2476.365,4175.789,6094.285,4655.64
Cellobiase,32176.319,36134.1469,36852.8221,33550.1799,33502.7248,32265.755,34131.2937,35101.1478,32388.43,33880.9175,33073.254,34980.1898,37962.1735,34034.665,35532.1302,37209.0233,34706.5406,36372.5152,37187.0773,35687.0451,37144.5493,36727.5109,34144.753,34491.484,33845.3396,35145.3942,36586.0015,33184.3843,33512.6752,34060.4449,34597.0994,34478.6231,35099.1092,32619.099,31809.688,31761.231,36469.547,33914.1656,34497.303,35998.4119,34881.1789,35314.4499,36680.5933,35213.5945,35242.4254,36293.4252,33761.5071,36197.7946
Cgs,38981.85,39231.37,40329.02,38823.26,36930.18,38790.27,43406.97,29127.09,33114.94,39171.08,32462.37,32771.39,38812.74,37861.33,39703.91,24260.63,35556.15,35033.98,38481.38,38299.56,37505.01,35586.94,37945.27,22211.67,32100.98,32135.03,35561.99,30877.63,31270.65,31235.92,34100.01,32703.89,29219.74,42672.12,38167.39,39471.16,34146.15,38815.22,39298.9,38297.31,38371.74,32415.04,32111.7,30999.08,32777.1,32074.27,32725.26,31894.1
ChaA,6701.148,7282.147,7044.346,7432.239,6622.134,7012.03,7073.732,5890.193,5215.278,6350.36,6266.447,5977.121,6617.592,7555.276,6788.76,5968.729,5593.636,5990.904,7355.403,7083.741,6417.989,5938.109,5484.618,4496.077,6193.717,4955.547,5662.658,5004.123,4700.064,5295.518,5958.354,5472.113,5062.42,7841.256,7722.623,6841.847,6178.423,7856.794,7285.374,6862.664,5973.602,5947.687,5286.039,5829.475,5329.742,6359.629,5663.687,5335.005
Chitin_deacetylase_fungi,11327.37,10382.9,10271.41,11816.71,10758.01,10904.13,11403.66,9534.799,7052.378,10214.96,9595.578,9313.784,9226.875,9790.999,10332.93,9587.649,7762.015,8284.568,8563.694,9356.994,8067.435,8520.596,8344.382,6500.137,8738.413,7289.087,8503.166,6424.075,6728.657,7628.093,7792.697,7923.757,7122.207,11315.6,11307.78,10709.91,7108.421,11929.71,11039.63,9868.168,8613.647,10317.03,7301.441,7549.545,7154.556,8405.411,9471.898,6455.526
Chitinase,115829.05,117733.2626,115678.5347,119952.3674,113701.9593,116058.0983,118350.0169,111424.354,109650.943,117861.8412,113826.6198,118446.7121,119328.2714,113408.7429,123465.7751,101500.9564,114570.8086,115408.6137,123624.4299,120223.4125,119740.4309,117912.2721,118810.2688,121338.6707,116113.0098,114672.7772,119827.6239,116615.154,114293.267,113958.4767,114979.3973,115162.0902,115867.4818,118300.0169,114174.6029,113107.4922,115073.1794,118438.0523,120941.2083,119215.107,117826.9292,114779.0576,118991.1268,119441.426,119044.7937,119738.5098,111629.2852,120844.4074
ChrA,236524.3127,238449.4138,233610.8223,238028.5373,225782.6343,233816.4277,238118.9536,219375.3598,208856.566,228672.9988,235705.7001,234174.1955,231442.0171,241016.1444,245150.0035,212054.1291,220057.8996,227154.0652,233190.7035,237026.3411,230091.1318,233704.3297,237520.5644,241199.2295,239408.793,219972.6109,241705.5116,247710.4183,221274.083,250113.7571,237457.0629,236913.3686,217522.9189,240653.5629,237645.424,241211.053,227533.7084,246610.2736,261815.4203,242984.2277,240630.6495,223824.1674,238108.6815,238940.6115,222111.5896,258742.6254,243410.8001,234494.8903
ChuT,4387.656,4538.138,4597.359,4697.262,4074.525,4751.934,4561.297,4315.558,4348.568,4017.164,4119.336,3790.454,3820.681,3958.444,3961.556,2953.51,3368.817,3259.286,3784.543,3597.875,3316.84,4269.197,3760.406,3651.245,3842.773,3271.128,4216.208,3692.873,3253.225,4388.214,3822.96,3704.872,3739.679,4843.615,5170.691,4818.968,3854.674,5096.985,4914.578,3966.349,4416.3,3664.625,3474.294,3562.344,3807.996,4405.227,4603.207,4504.019
CirA,112223.0714,115475.9703,110826.0617,113166.4944,108553.0554,112990.5952,112502.2092,105885.7055,102273.0732,110835.6895,108270.1644,121144.9395,114346.627,110426.0526,113349.9096,112254.3869,108403.9275,110716.2218,114398.6374,113804.7678,115546.1913,112352.7735,106359.3003,105558.6576,108609.3619,109586.4044,105234.2147,110579.709,113189.8522,108447.919,115629.4176,111155.1973,107810.3169,106001.9059,111979.189,107883.3822,111643.8073,106622.1701,111050.9971,110985.7135,109369.5835,109859.8,110161.5483,111150.9955,109366.7375,110421.6058,104884.3215,109408.127
ClpC,42048.871,38508.397,32785.601,38245.043,40026.172,29318.986,31684.311,29147.003,29918.622,33033.826,29927.108,28807.797,37415.753,31917.178,30580.577,25842.942,30220.796,34950.943,30206.494,35504.529,29952.056,29118.368,29572.492,28377.499,33165.516,37574.176,25696.667,26716.859,29418.223,28424.488,27310.223,29131.085,31957.451,36526.73,28133.619,36570.556,44643.621,29331.927,28919.104,29897.941,27363.976,40285.543,29750.744,31374.267,28880.529,28687.334,25792.73,26814.216
ClpP,68769.8807,69022.3854,68501.9182,69724.4986,68693.3683,70812.2827,66492.6833,80558.3922,66200.259,74118.8424,68178.7232,71260.391,74371.017,70871.7236,71314.5002,78021.0593,71591.2988,75914.2388,78813.5084,76798.9131,73850.3742,79427.1152,68979.274,72283.0384,80085.3272,76836.4608,77170.3396,69684.2562,78458.238,75761.5636,76184.8426,80513.7913,86169.7952,73902.7826,71234.8202,71861.3016,74106.8079,73691.1904,71732.7596,75350.9622,77639.7958,78596.8147,80386.1649,76771.2164,81303.5665,80760.606,73744.4646,80003.4723
Cmci,23789.611,22604.828,22237.11,22541.634,22046.3644,22673.384,22297.161,22627.6637,23050.944,24533.3017,24556.727,23159.1627,24318.538,24009.0846,22621.2112,22773.4588,21841.3249,24021.5219,24513.843,23273.184,23243.1597,24223.7448,23007.0735,21791.451,22693.709,22506.4745,22733.701,21070.71,22566.5977,22437.7114,21545.7199,22677.654,24884.2089,24609.458,24474.211,22479.6277,26068.681,23244.9328,24259.701,23722.2811,24550.026,24223.343,23991.417,25186.067,25135.692,23309.3716,23029.352,25020.2107
Cmr1,3436.496,3283.775,3033.354,3034.322,2970.438,3295.92,2852.787,3374.147,3506.737,3447.261,2631.178,3145.441,3360.459,2984.467,3358.512,3807.526,3590.673,3108.718,3684.57,3383.764,3847.482,3688.983,3641.299,3341.896,3366.321,3149.589,3071.132,3766.255,3481.132,3694.649,3511.347,3330.165,4259.205,3589.133,3368.833,3953.939,3642.043,3335.907,3329.959,4217.91,3900.315,3886.829,3468.044,3397.803,4315.507,4306.679,4333.937,4192.73
Cmr3,1047.609,1202.909,1012.828,1317.01,1355.037,1381.055,1084.134,1414.384,1236.206,1186.944,1181.206,1186.5,1442.963,1377.809,1556.038,1966.54,829.3691,1698.061,883.5275,951.461,1609.496,1154.901,1187.022,1102.574,1219.023,1373.962,1255.049,1665.86,1275.354,1721.836,1254.274,1460.648,1103.112,1194.371,1075.545,865.842,1366.876,1150.321,1152.807,1486.314,1707.903,1631.872,1165.694,1536.526,1138.668,1188.25,1128.843,1470.873
